id,tier,category,subcategory,source,publisher,url,covers,unit_type,geo_granularity,cadence,lag,format,access_method,all_bidders_or_awarded,history_depth,license,verification,verification_note,notes
C14,1,commercial,index,Gordian Construction Cost Insights (quarterly),Gordian,https://www.gordian.com/resources/,RSMeans-derived national/regional trends,index,national/regional,quarterly,—,PDF,free,n/a,—,free to cite,VERIFIED-URL,verified,
C15,1,commercial,index,Dodge Momentum Index,Dodge Construction Network,https://www.construction.com/,Leading indicator of nonres planning,index,national,monthly,—,web,free headline,n/a,years,proprietary,VERIFIED-URL,verified,Project data licensable (paid)
C16,1,commercial,index,ABC Construction Backlog Indicator & Confidence Index,ABC,https://www.abc.org/,Backlog months by region/size,months,national/region,monthly,—,web,free,n/a,years,free to cite,VERIFIED-URL,verified,
C17,1,commercial,benchmark,NAHB Cost of Constructing a Home,NAHB,https://www.nahb.org/news-and-economics/housing-economics-plus/special-studies/special-studies-pages/cost-of-constructing-a-home-in-2024,"2024: construction $428,215 avg, ~$162/SF; stage shares",$/SF,national,biennial,—,web,free summary,n/a,1998+,free to cite,VERIFIED-URL,verified,Small sample (41)
C18,1,commercial,benchmark,Zonda Cost vs Value Report,Zonda,https://zondahome.com/2025-cost-vs-value-report/,28 remodeling projects × 150 metros (Xactimate-sourced),$/project,150 metros,annual,—,web,free,n/a,2002+,proprietary (free web),VERIFIED-URL,verified,
C19,3,commercial,benchmark,Angi/HomeAdvisor True Cost Guide; Fixr; HomeGuide; Thumbtack; Yelp cost guides; Houzz; Sweeten,various,https://www.angi.com/,Consumer-reported / quote-based project cost ranges by ZIP/city,$/project,ZIP/city,rolling,—,HTML (JS),TOS prohibit scraping,n/a,—,proprietary,UNVERIFIED,knowledge,Labor+material blended; low rigor
C20,4,commercial,benchmark,Compass International Global Construction Costs Yearbook,Compass International,https://compassinternational.net/,City location factors (~100 US cities) + unit costs,factor + $/unit,city,annual,—,book/PDF,paid,n/a,—,proprietary,VERIFIED-URL,verified,
C21,4,commercial,project_data,Dodge Construction Network project data; ConstructConnect (iSqFt/BidClerk); Zonda/Metrostudy; John Burns,various,https://www.construction.com/,Project leads with values and locations,$,address,continuous,—,paid,subscription,n/a,—,proprietary,UNVERIFIED,knowledge,Calibration if licensed
C22,4,commercial,equipment,EquipmentWatch Rental Rate Blue Book (Fusable),EquipmentWatch,https://equipmentwatch.com/,Rental + O&O rates by make/model; FHWA rate = monthly/176 + operating; regional factors,$/hr,state/region,continuous,—,web,subscription (~$1-3k+/yr); enterprise licensing,n/a,—,proprietary,VERIFIED-URL,verified,Specified by 47-48 state DOTs
C23,1,commercial,equipment,Caltrans Labor Surcharge & Equipment Rental Rate Book,Caltrans,https://dot.ca.gov/-/media/dot-media/programs/construction/documents/equipment-rental-rates-and-labor-surcharge/book_26_27.pdf,"~2,176 standard models $/hr + ~7,300 misc rates; delay/overtime factors",$/hr,California,annual (Apr 1) + daily misc list,—,PDF + TXT; JSON mirror github.com/bulklc/cm_tools,download,n/a,2020-2027 editions,public record,VERIFIED-URL,verified,Best free authoritative equipment book
C24,4,commercial,equipment,Rouse Services rental benchmarks; Ritchie Bros/IronPlanet auction results; MachineryTrader listings; United/Sunbelt/Herc/BigRentz quotes,various,https://rbglobal.com/insights/rouse-rental-insights/,Rental rate benchmarks; auction prices; rental quotes by ZIP,$/day $,metro,continuous,—,paid / login / HTML,restricted,n/a,—,proprietary,UNVERIFIED,knowledge,Scraping legal risk
C25,4,commercial,labor_units,NECA Manual of Labor Units; MCAA Labor Estimating Manual/WebLEM; PHCC; SMACNA; PCA/PDCA; Walker's; Richardson's; Page's,trade associations / publishers,https://www.necanet.org/,Labor hours per installed unit by trade,hrs/unit,national,3-yr/annual,—,book/digital,paid (~$600 NECA),n/a,—,proprietary,UNVERIFIED,knowledge,Pre-1929 Walker's editions are public domain
C26,4,commercial,labor_rates,CLRC union wage & fringe database; PAS Construction Craft Compensation Survey; ABC chapter wage surveys,CLRC / PAS / ABC,https://www.clrcconsulting.org/products,Union scale by craft × city; merit-shop craft hourly by region,$/hr,city/region,annual/quarterly,—,paid reports,subscription,n/a,—,proprietary,PARTIAL,partially verified,
C27,1,commercial,labor_signal,Indeed Hiring Lab open data (postings tracker; wage tracker),Indeed,https://github.com/hiring-lab/indeed-wage-tracker,Posted-wage growth YoY by sector; postings index by metro/state,index,metro/state (postings); national (wages),weekly/monthly,—,CSV,download,n/a,2020+,CC BY 4.0,VERIFIED-URL,verified,Signal not levels
C28,4,commercial,labor_signal,Lightcast job posting wages by occupation × county,Lightcast,https://lightcast.io/,Advertised wages; modeled earnings,$/hr,county/MSA,monthly,—,paid API,subscription,n/a,—,proprietary,UNVERIFIED,knowledge,
C29,4,commercial,material_price,Trade Service (TRA-SER) electrical/mechanical pricing (Trimble),Trade Service/Trimble,https://www.tradeservice.com/,Manufacturer list prices millions of SKUs,$/unit,national (distributor feeds),weekly/daily,—,paid feed,subscription,n/a,—,proprietary,UNVERIFIED,knowledge,
C30,4,commercial,material_price,Random Lengths framing lumber & panel composites (Fastmarkets); Forest Economic Advisors,Fastmarkets,https://www.fastmarkets.com/,Lumber/panel composite prices by region,$/MBF,regional,weekly,—,paid,subscription (NAHB republishes FLC chart free),n/a,decades,proprietary,UNVERIFIED,knowledge,
C31,1,commercial,material_price,SteelBenchmarker,World Steel Dynamics,http://steelbenchmarker.com/history.pdf,"USA HRC, CRC, plate, rebar",$/ton,national,twice monthly,—,PDF,download,n/a,2006+,free,VERIFIED-URL,verified (referenced),
C32,4,commercial,material_price,Fastmarkets AMM / CRU / Platts / Steel Market Update; LME; CME (LBR lumber; HG copper; HRC),various,https://www.cmegroup.com/,Steel/copper/aluminum/lumber prices & futures,$/ton $/lb $/MBF,national/global,daily,—,paid (delayed free),subscription,n/a,—,proprietary,UNVERIFIED,knowledge,
C33,4,commercial,material_price,PCA cement prices; NRMCA ready-mix survey; Gypsum Association; ICIS PVC resin; DAT trucking spot rates,associations/vendors,https://www.cement.org/,Industry price surveys,$/ton $/CY,national/regional,monthly-annual,—,member/paid,subscription,n/a,—,proprietary,UNVERIFIED,knowledge,
R01,3,retail,store_price,Home Depot federation GraphQL (store-level price + inventory),Home Depot,https://apionline.homedepot.com/federation-gateway/graphql,"All categories; pricing(storeId), fulfillment(storeId, zipCode), mediaPriceInventory batch 25-50 items",$/unit,"store (~2,000 stores; 4-digit storeId)",real-time,—,JSON,unofficial GraphQL (Akamai; TLS/UA coherence; ~1 rps),n/a,—,TOS prohibits scraping; facts not copyrightable,VERIFIED-URL,verified (OSS clients),"Default store 2414 when omitted; IDs: Internet#, Store SKU, Model#, UPC/GTIN"
R02,3,retail,store_price,Lowe's product detail endpoint (store-level),Lowe's,https://www.lowes.com/wpd/{productId}/productdetail/{storeNumber}/Guest/{zip},"finalPrice, on-hand qty, MAP flag per store",$/unit,store (4-digit),real-time,—,JSON,unofficial (Akamai; cookies sn/sd/zipcode/dbidv2; proxy geo can override store),n/a,—,TOS prohibits scraping,VERIFIED-URL,verified (OSS clients),Official partner APIs at apis.lowes.com (Products/Inventory/Stores; B2B)
R03,3,retail,store_price,Menards product pages,Menards,https://www.menards.com/,Midwest ~330 stores; store-specific prices + 11% rebate,$/unit,store,real-time,—,HTML,scrape (store cookie unverified),n/a,—,TOS prohibits scraping,PARTIAL,partially verified,
R04,2,retail,store_price,Ace Hardware Kibo storefront API,Ace,https://www.acehardware.com/api/commerce/catalog/storefront/products/,Product price + per-location inventory,$/unit,location inventory; national online price,real-time,—,JSON,public JSON (no key),n/a,—,TOS,VERIFIED-URL,verified (OSS),Co-op stores may differ in-store
R05,3,retail,store_price,Tractor Supply store price endpoints,Tractor Supply,https://www.tractorsupply.com/,Per-store offer price via getItemPrice?productId&stlocId,$/unit,store,real-time,—,JSON/NDJSON,unofficial (Akamai),n/a,—,TOS,VERIFIED-URL,verified (OSS),Fencing/rural building
R06,3,retail,store_price,Walmart (store pricing via assortmentStoreId cookies; Affiliate API),Walmart,https://www.walmart.com/,Limited building materials/tools,$/unit,store (cookies) / national (API),real-time,—,JSON,Affiliate API (no store-level); PerimeterX,n/a,—,TOS,PARTIAL,partially verified,
R07,3,retail,scraper_api,SerpApi Home Depot engine; BigBox API (Traject Data); Unwrangle; Apify actors; Oxylabs; Bright Data; Nimble; Scrapfly,third parties,https://serpapi.com/home-depot-search-api,HD (and Lowe's/Menards for some) product/search with store_id / delivery_zip,$/unit,store/ZIP,real-time,—,JSON,paid (~$10-15/1k; BigBox from $15/mo),n/a,—,vendor terms,VERIFIED-URL,verified (listings),Shift anti-bot risk; SerpApi has no Lowe's engine
R08,2,retail,distributor_price,McMaster-Carr Product Information API,McMaster-Carr,https://www.mcmaster.com/,Price/product/CAD for subscribed parts,$/unit,national,daily caps,—,JSON,official API (approved customers; client cert; per-part subscription),n/a,—,customer agreement,VERIFIED-URL,verified,Web scraping blocked aggressively
R09,2,retail,distributor_price,Grainger (list prices) / Zoro (JSON-LD; DataDome) / MSC / Global Industrial / Uline,Grainger et al,https://www.grainger.com/,MRO list prices; account pricing login,$/unit,national,real-time,—,HTML/JSON-LD,scrape (CAPTCHA after volume),n/a,—,TOS,VERIFIED-URL,verified (OSS),
R10,2,retail,distributor_price,Fastenal (branch stock; web price),Fastenal,https://www.fastenal.com/products/details/{sku},Fastener/MRO prices; branch availability,$/unit,branch,real-time,—,HTML,scrape (TLS impersonation used),n/a,—,TOS,VERIFIED-URL,verified (OSS),
R11,2,retail,distributor_price,Platt (Rexel) / City Electric Supply / Elliott Electric (branch-localized public prices); Graybar list,electrical distributors,https://www.platt.com/,Electrical materials with branch pricing,$/unit,branch,real-time,—,HTML,scrape,n/a,—,TOS,UNVERIFIED,pending verification,
R12,2,retail,distributor_price,SupplyHouse.com / PlumbingSupply / PexUniverse / HVACDirect / eComfort / AC Wholesalers / Alpine Home Air / 1000bulbs,online distributors,https://www.supplyhouse.com/,Plumbing/HVAC/electrical national prices,$/unit,national,real-time,—,HTML/JSON-LD,scrape,n/a,—,TOS,UNVERIFIED,knowledge,Equipment (Goodman etc.) visible via online dealers
R13,2,retail,distributor_price,Ryerson (online quotes by location) / Metals Depot / OnlineMetals,metals,https://www.ryerson.com/,Steel/aluminum shapes; Ryerson localized quotes,$/lb $/ft,location (Ryerson) / national,real-time,—,HTML,scrape,n/a,—,TOS,UNVERIFIED,pending verification,
R14,4,retail,distributor_price,Ferguson (partial public; Trade Partner API unverified); Winsupply; Hajoca; Core & Main; Johnstone; Watsco; RE Michel,plumbing/HVAC distributors,https://www.ferguson.com/,Login/quote pricing; punchout/EDI,$/unit,branch,—,—,—,account-gated,n/a,—,TOS,PARTIAL,partially verified,
R15,4,retail,distributor_price,White Cap; SiteOne; ABC Supply; Beacon PRO+; SRS; GMS; L&W; FBM; Builders FirstSource; 84 Lumber; Carter; US LBM; Boise; Sherwin-Williams (pro),pro distributors,https://www.whitecap.com/,Mostly login-gated branch pricing; some partial public (White Cap; SiteOne; 84 Lumber; Sherwin store-select),$/unit,branch/store,—,—,—,account-gated / partial,n/a,—,TOS,UNVERIFIED,pending verification,
R16,4,retail,manufacturer,"Manufacturers (Quikrete, Oldcastle, GAF, OC, CertainTeed, Andersen, Pella, Jeld-Wen, Masonite, Carrier, Trane, Lennox, Goodman, Nucor, CMC, Gerdau, Vulcan, Martin Marietta, Cemex, Holcim)",manufacturers,,No public price lists (price via retailers/distributors); occasional quarry PDF price sheets,—,—,—,—,—,none,n/a,—,—,UNVERIFIED,knowledge,Use stocked retailer SKUs
O01,2,open,unit_price_db,OpenConstructionEstimate DDC-CWICR,DataDrivenConstruction,https://github.com/datadrivenconstruction/OpenConstructionEstimate-DDC-CWICR,"55,719 work items, 27,672 resources, labor/machine hours; USA track repriced via PPP",$/unit + hrs,national (synthetic),ongoing,—,XLSX/Parquet/CSV,download,n/a,—,CC BY-NC 4.0 (data) + commercial licence; Apache-2.0 code,VERIFIED-URL,verified,Structure seed only; not US-observed prices
O02,2,open,unit_price_db,OpenConstructionERP,DataDrivenConstruction,https://github.com/datadrivenconstruction/OpenConstructionERP,120k+ items across 9 national bases; CSI MasterFormat mapping,$/unit,global,active,—,app + Excel/CSV,pip install openconstructionerp,n/a,—,AGPL-3.0 (data inherits CWICR),VERIFIED-URL,verified,No US-surveyed base
O03,2,open,taxonomy,CSI MasterFormat 2016 JSON (community) / OmniClass / UniFormat viewers,outer-labs / csi-net,https://github.com/outer-labs/masterformat-json,Codes and titles,—,—,static,—,JSON,download,n/a,—,CSI copyright on titles (licensing risk),VERIFIED-URL,verified,2020 changes absent
O04,1,open,taxonomy,Uniclass 2015 (NBS) CSV + public API,NBS,https://github.com/buildig/uniclass-2015,Full classification tables,—,—,periodic,—,CSV/API,download / API client ID,n/a,—,CC BY-SA 3.0,VERIFIED-URL,verified,Only fully open taxonomy; UK-centric
O05,1,open,taxonomy,ICMS 3rd ed.; NRM (RICS); UNSPSC; NAHB cost codes; bSDD,various,https://icms-coalition.org/,Reporting structures / product taxonomies,—,—,—,—,PDF,download,n/a,—,free (various),UNVERIFIED,knowledge,
O06,1,open,equipment,Caltrans equipment book JSON mirror (8 editions),bulklc/cm_tools,https://github.com/bulklc/cm_tools,all_standard.json + all_misc.json,$/hr,California,per Caltrans edition,—,JSON,download,n/a,2020-2027,none stated,VERIFIED-URL,verified,
O07,1,open,labor_tools,Davis-Bacon scrapers/parsers (grey-flannel/usdol-wage-determination-data; cliwant/mcp-sam-gov; NuAxis parser),OSS,https://github.com/grey-flannel/usdol-wage-determination-data,SAM.gov WD index/detail scraping + text parsing to JSON,—,county,—,—,Python/TS,clone,n/a,—,MIT,VERIFIED-URL,verified,
O08,1,open,labor_tools,BLS/QCEW/OEWS clients (mikeasilva/blsAPI; armollica/qcew-data; lowmason bls-data-context notes),OSS,https://github.com/mikeasilva/blsAPI,API clients and program notes,—,—,—,—,R/Python/MD,clone,n/a,—,OSS,VERIFIED-URL,verified,
O09,1,open,productivity,NAVFAC P-405 Seabee Planner's & Estimator's Handbook (public domain man-hour tables),US Navy,https://www.globalsecurity.org/,Man-hour tables by CSI division; crew sizes; efficiency factors,hrs/unit,national,static (1990s),—,PDF,download (mirrors),n/a,—,public domain,UNVERIFIED,knowledge,Largest PD productivity table set
O10,1,open,productivity,Army FM 5-412 / FM 5-426 / TM 5-800-4; Caterpillar Performance Handbook (free PDF),US Army / Caterpillar,https://armypubs.army.mil/,Estimating chapters; earthwork productivity,hrs/unit,national,static,—,PDF,download,n/a,—,PD / free proprietary,UNVERIFIED,knowledge,
O11,1,open,location_factor,unionstats.com union density (Hirsch/Macpherson/Even),unionstats,https://www.unionstats.com/,Union membership/coverage construction by state/MSA,%,state/MSA,annual,—,Excel,download,n/a,1973+,free w/ citation,VERIFIED-URL,verified,Blending weights
O12,1,open,scope_driver,Duncan Associates National Impact Fee Survey (2019),Duncan Associates,https://www.impactfees.com/,Impact fees ~270 jurisdictions,$/unit,city/county,irregular (2019 latest),—,PDF (JSON mirror tracykm/impact-fees),download,n/a,2008-2019,free to cite,VERIFIED-URL,verified,
O13,1,open,literature,Gyourko & Saiz 2006; Albouy & Ehrlich 2018; D'Amico et al. (SSRN 4679195); Garcia & Molloy 2025 (Fed); Terner Center hard-cost reports; GAO-18-637 LIHTC,academic,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4679195,Spatial/temporal construction cost analyses using RSMeans,—,metro,—,—,PDF,download,n/a,—,varies,PARTIAL,partially verified,No study validating RSMeans CCI against bids found yet
A01,2,state,material_index_asphalt_fuel,FL: FDOT Fuel & Bituminous Price Index,FL DOT,https://www.fdot.gov/construction/fuel-bit/fuel-bit.shtm,fuel + bituminous; polymer PG76-22,$/ton $/gal index,statewide (terminal avg),monthly,~1 month,HTML,download/scrape,n/a,varies,public record,VERIFIED-URL,verified,archive https://www.fdot.gov/construction/fuel-bit/fuel-bit1.shtm
A02,2,state,material_index_asphalt_fuel,CA: Caltrans statewide crude oil (Brent) price index for asphalt adjustment,CA DOT,https://dot.ca.gov/programs/construction/construction-manual/section-3-9-payment,crude index applied to paving asphalt,$/ton $/gal index,statewide (not regional),monthly,~1 month,HTML/PDF,download/scrape,n/a,varies,public record,VERIFIED-URL,verified,corrects assumption of regional Caltrans asphalt indexes
A03,2,state,material_index_asphalt_fuel,NC: NCDOT Monthly Terminal Asphalt Binder & Fuel FOB Prices (+ steel; CPI),NC DOT,https://connect.ncdot.gov/projects/construction/Pages/Pavement-Construction-Prices.aspx,binder PG64-22; fuel; steel price adjustment,$/ton $/gal index,statewide,monthly,~1 month,SharePoint list,download/scrape,n/a,varies,public record,VERIFIED-URL,verified,
A04,2,state,material_index_asphalt_fuel,"GA: GDOT Asphalt, Cement and Fuel Price Index",GA DOT,https://www.dot.ga.gov/GDOT/pages/AsphaltCementFuelPriceIndex.aspx,asphalt; cement; fuel,$/ton $/gal index,statewide,monthly,~1 month,HTML,download/scrape,n/a,varies,public record,VERIFIED-URL,verified (URL),
A05,2,state,material_index_asphalt_fuel,PA: PennDOT Asphalt Cement and Diesel Fuel Price Indexes (ECMS),PA DOT,https://www.dotdom1.state.pa.us/ECMS/ECMSHelp.nsf/bb950e9029a50754852563c000631dca/7c91ffa5c946067585256fc60056d12e,asphalt cement + diesel multipliers,$/ton $/gal index,3 zones,monthly,~1 month,ECMS web,download/scrape,n/a,varies,public record,VERIFIED-URL,verified,industry mirror https://www.pa-asphalt.org/images/2026/Yearly%20Price%20Index.pdf
A06,2,state,material_index_asphalt_fuel,"NY: NYSDOT Fuel, Asphalt & Steel Price Adjustments",NY DOT,https://www.dot.ny.gov/main/business-center/contractors/construction-division/fuel-asphalt-steel-price-adjustments,fuel; asphalt; steel (BLS PPI),$/ton $/gal index,statewide,monthly,~1 month,HTML,download/scrape,n/a,varies,public record,VERIFIED-URL,verified,
A07,2,state,material_index_asphalt_fuel,VA: VDOT Adjustment Indices (asphalt cement + fuel),VA DOT,https://www.vdot.virginia.gov/doing-business/technical-guidance-and-support/construction/adjustment-indices/,asphalt cement; fuel,$/ton $/gal index,statewide,monthly,~1 month,HTML+PDF,download/scrape,n/a,varies,public record,VERIFIED-URL,verified,history 1997-2023
A08,2,state,material_index_asphalt_fuel,SC: SCDOT Monthly Indexes (binder + fuel),SC DOT,https://www.scdot.org/business/constructionletting-monthlyindex.html,binder; fuel,$/ton $/gal index,statewide,monthly,~1 month,HTML+PDF,download/scrape,n/a,varies,public record,VERIFIED-URL,verified,
A09,2,state,material_index_asphalt_fuel,OH: ODOT asphalt binder index (PN 530/535),OH DOT,https://www.transportation.ohio.gov/wps/portal/gov/odot/programs/local-programs/local-let-manual-of-procedures/forms/pn-530,binder PG64-22,$/ton $/gal index,avg Cleveland/Toledo/Cincinnati,monthly,~1 month,spec/HTML,download/scrape,n/a,varies,public record,PARTIAL,verified (spec; live page not found),
A10,2,state,material_index_asphalt_fuel,IN: INDOT PG Asphalt Binder Index,IN DOT,https://www.in.gov/indot/doing-business-with-indot/files/PGAsphaltBinderIndex.pdf,PG binder $/ton (Jan 2026 $467),$/ton $/gal index,statewide,monthly,~1 month,PDF multi-year,download/scrape,n/a,varies,public record,VERIFIED-URL,verified,
A11,2,state,material_index_asphalt_fuel,WA: WSDOT Asphalt Binder Reference Cost + fuel escalation,WA DOT,https://wsdot.wa.gov/business-wsdot/contracts/about-public-works-contracts/payments-reporting/asphalt-binder-reference-cost,binder; fuel,$/ton $/gal index,West/East,monthly,~1 month,HTML/PDF/XLSX,download/scrape,n/a,varies,public record,VERIFIED-URL,verified,XLSX https://wsdot.wa.gov/sites/default/files/2021-10/EscalationClauses-CostAdjustmentSpreadsheets.xlsx
A12,2,state,material_index_asphalt_fuel,IL: IDOT Price Indices (bituminous; steel; fuel),IL DOT,https://idot.illinois.gov/doing-business/procurements/construction-services/transportation-bulletin/price-indices.html,bituminous; steel; fuel,$/ton $/gal index,statewide,monthly,~1 month,HTML + CSV export,download/scrape,n/a,varies,public record,VERIFIED-URL,verified,
A13,2,state,material_index_asphalt_fuel,MO: MoDOT Asphalt Price Index + fuel,MO DOT,https://www.modot.org/asphalt-price-index,AC index; fuel,$/ton $/gal index,statewide,monthly,~1 month,HTML,download/scrape,n/a,varies,public record,VERIFIED-URL,verified,fuel https://epg.modot.org/index.php?title=109.14_Price_Adjustment_for_Fuel_(for_Sec_109.14)
A14,2,state,material_index_asphalt_fuel,KS: KDOT Asphalt & Fuel Adjustment Price Indexes,KS DOT,https://www.ksdot.gov/doing-business/highway-contractors/contractor-resources/asphalt-adjustment-price-index,asphalt; fuel,$/ton $/gal index,statewide,monthly,~1 month,HTML,download/scrape,n/a,varies,public record,VERIFIED-URL,verified (URL),
A15,2,state,material_index_asphalt_fuel,IA: Iowa DOT Fuel Adjustment (diesel only),IA DOT,https://www.iowadot.gov/contracts/lettings/FuelAdjustment.pdf,diesel (OPIS Des Moines),$/ton $/gal index,statewide,monthly,~1 month,PDF,download/scrape,n/a,varies,public record,VERIFIED-URL,verified,no asphalt index found
A16,2,state,material_index_asphalt_fuel,AL: ALDOT Asphalt & Construction Fuel Indices,AL DOT,https://www.dot.state.al.us/publications/Construction/Indices.html,asphalt; fuel,$/ton $/gal index,statewide,?,~1 month,HTML,download/scrape,n/a,varies,public record,VERIFIED-URL,verified (URL),
A17,2,state,material_index_asphalt_fuel,TN: TDOT Price Information (fuel; bituminous; AC PG grades),TN DOT,https://www.tn.gov/tdot/tdot-construction-division/transportation-construction-division-resources/transportation-construction-price-information.html,fuel; bituminous; AC PG64-22/70-22/76-22/82-22,$/ton $/gal index,statewide,monthly,~1 month,HTML+PDF,download/scrape,n/a,varies,public record,VERIFIED-URL,verified,
A18,2,state,material_index_asphalt_fuel,KY: KYTC Fuel and Asphalt Adjustments,KY DOT,https://transportation.ky.gov/Construction/Pages/Fuel-and-Asphalt-Adjustments.aspx,diesel; asphalt index,$/ton $/gal index,statewide,monthly,~1 month,XLS/PDF,download/scrape,n/a,varies,public record,VERIFIED-URL,verified,
A19,2,state,material_index_asphalt_fuel,LA: LADOTD Monthly Price Indices for Asphalt Cement and Fuel,LA DOT,https://wwwapps.dotd.la.gov/Engineering/lettings/lac_price_index/priceindices.aspx,asphalt cement; fuel,$/ton $/gal index,statewide,monthly,~1 month,ASPX table,download/scrape,n/a,varies,public record,VERIFIED-URL,verified,
A20,2,state,material_index_asphalt_fuel,AR: ARDOT Asphalt Binder Price Index,AR DOT,https://ardot.gov/divisions/construction/construction-information/asphalt-binder-price-index/,binder,$/ton $/gal index,statewide,monthly,~1 month,HTML,download/scrape,n/a,varies,public record,VERIFIED-URL,verified (URL),
A21,2,state,material_index_asphalt_fuel,MD: MDOT SHA Material Price Adjustments,MD DOT,https://roads.maryland.gov/mdotsha/pages/Index.aspx?PageId=128,asphalt cement; diesel,$/ton $/gal index,statewide,monthly,~1 month,HTML->PDF,download/scrape,n/a,varies,public record,VERIFIED-URL,verified,mirror https://mdasphalt.org/asphalt-index/
A22,2,state,material_index_asphalt_fuel,NJ: NJDOT Asphalt Cement and Fuel Price Index,NJ DOT,https://dot.nj.gov/transportation/business/aashtoware/PriceIndex.shtm,asphalt cement; fuel,$/ton $/gal index,statewide,monthly,~1 month,HTML,download/scrape,n/a,varies,public record,VERIFIED-URL,verified,archive 2005-2015 https://www.nj.gov/transportation/business/aashtoware/PriceIndex05to15.shtm
A23,2,state,material_index_asphalt_fuel,CT: CTDOT Material Price Adjustments,CT DOT,https://portal.ct.gov/dot/bureaus/engineering-and-construction/construction/quality-assurance/material-price-adjustments,asphalt/fuel,$/ton $/gal index,statewide,?,~1 month,HTML,download/scrape,n/a,varies,public record,VERIFIED-URL,verified (URL),
A24,2,state,material_index_asphalt_fuel,MA: MassDOT Current Contract Price Adjustments,MA DOT,https://www.mass.gov/info-details/massdot-current-contract-price-adjustments,price adjustments,$/ton $/gal index,statewide,?,~1 month,HTML,download/scrape,n/a,varies,public record,VERIFIED-URL,verified (URL),
A25,2,state,material_index_asphalt_fuel,NH: NHDOT Monthly Asphalt Cement / Fuel / Steel Adjustment,NH DOT,https://www.dot.nh.gov/sites/g/files/ehbemt811/files/inline-documents/monthlyasphaltcementadjustment_3.pdf,asphalt cement; fuel; steel,$/ton $/gal index,S. ME/NH quote,monthly,~1 month,PDF,download/scrape,n/a,varies,public record,VERIFIED-URL,verified,
A26,2,state,material_index_asphalt_fuel,VT: VTrans Asphalt & Fuel Price Adjustment (live reports + historical),VT DOT,https://vtrans.vermont.gov/contract-admin/resources/construction-contracting/asphalt-price-adjustment,asphalt; diesel,$/ton $/gal index,statewide,monthly,~1 month,web report,download/scrape,n/a,varies,public record,VERIFIED-URL,verified,live https://apps.vtrans.vermont.gov/reports/report.ashx?rptname=asphalt
A27,2,state,material_index_asphalt_fuel,ME: MaineDOT liquid asphalt selling prices (annual PDFs),ME DOT,https://www.maine.gov/dot/sites/maine.gov.dot/files/inline-files/Asphalt%202023.pdf,liquid asphalt,$/ton $/gal index,Northeast posting,weekly (per-year PDF),~1 month,PDF,download/scrape,n/a,varies,public record,VERIFIED-URL,verified,
A28,2,state,material_index_asphalt_fuel,CO: CDOT Asphalt Cement Cost Adjustment + Denver diesel,CO DOT,https://www.codot.gov/business/designsupport/cdot-construction-specifications/2023-construction-specifications/acca/acca,asphalt cement; diesel,$/ton $/gal index,statewide,monthly,~1 month,HTML+XLS,download/scrape,n/a,varies,public record,VERIFIED-URL,verified,
A29,2,state,material_index_asphalt_fuel,AZ: ADOT Bituminous and Fuel Price Adjustment,AZ DOT,https://azdot.gov/business/contracts-and-specifications/bituminous-and-fuel-price-adjustment,bituminous $/ton (Jul 2026 $586); diesel,$/ton $/gal index,statewide,monthly,~1 month,HTML+PDF,download/scrape,n/a,varies,public record,VERIFIED-URL,verified,historical https://apps.azdot.gov/files/cns/pdf/historical_data.pdf
A30,2,state,material_index_asphalt_fuel,OR: ODOT Monthly Asphalt Cement Material Price + Monthly Fuel Price,OR DOT,https://www.oregon.gov/ODOT/Business/Pages/Asphalt-Fuel-Price.aspx,asphalt cement; fuel,$/ton $/gal index,Boise/Portland,monthly,~1 month,HTML+PDF,download/scrape,n/a,varies,public record,VERIFIED-URL,verified,
A31,2,state,material_index_asphalt_fuel,ID: ITD Monthly Asphalt Price Index,ID DOT,https://apps.itd.idaho.gov/apps/contractors/index/asphaltindex.pdf,asphalt,$/ton $/gal index,Boise quote,monthly,~1 month,PDF,download/scrape,n/a,varies,public record,VERIFIED-URL,verified,
A32,2,state,material_index_asphalt_fuel,MT: MDT Monthly Average Fuel Prices (asphalt East/West URL not found),MT DOT,https://www.mdt.mt.gov/business/contracting/fuel-prices.aspx,fuel; asphalt by region,$/ton $/gal index,regional,monthly,~1 month,HTML,download/scrape,n/a,varies,public record,PARTIAL,partially verified,
A33,2,state,material_index_asphalt_fuel,WY: WYDOT Base Index Prices (fuel; PG asphalt; steel),WY DOT,https://www.dot.state.wy.us/home/business_with_wydot/contractors/base-index-prices.html,fuel; asphalt; steel,$/ton $/gal index,statewide,per letting + monthly,~1 month,HTML,download/scrape,n/a,varies,public record,VERIFIED-URL,verified,
A34,2,state,material_index_asphalt_fuel,SD: SDDOT Fuel Price Index (no asphalt adjustment in SD),SD DOT,https://dot.sd.gov/doing-business/contractors/fuel-price-index,diesel; gasoline; propane,$/ton $/gal index,statewide,weekly / 4-wk avg,~1 month,HTML+PDF,download/scrape,n/a,varies,public record,VERIFIED-URL,verified,
A35,2,state,material_index_asphalt_fuel,OK: ODOT Asphalt Binder Index Report,OK DOT,https://www.odot.org/contractadmin/pdfs/binder-index.pdf,binder,$/ton $/gal index,statewide,monthly,~1 month,PDF,download/scrape,n/a,varies,public record,VERIFIED-URL,verified (URL),
